domain,name,source,source_url,portfolio_url,company_url,description,one_liner,tags,stage,status,location,country,city,investment_year,founded_year,website_confidence
questdb.com,QuestDB,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://questdb.com,,,,,,,,,,,high
rampnetwork.com,Ramp,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://rampnetwork.com,,,,,,,,,,,high
rasayel.io,Rasayel,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://rasayel.io,,,,,,,,,,,high
rayon.design,Rayon,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://rayon.design,,,,,,,,,,,high
recurse.ml,Recurse,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://recurse.ml,,,,,,,,,,,high
reedsy.com,Reedsy,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://reedsy.com,,,,,,,,,,,high
reinfer.io,Reinfer,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://reinfer.io,,,,,,,,,,,high
rentmineonline.com,rentmineonline,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://rentmineonline.com,,,,,,,,,,,high
reply.ai,Reply.ai,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://reply.ai,,,,,,,,,,,high
reposit.co.uk,Reposit,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://reposit.co.uk,,,,,,,,,,,high
rerun.io,Rerun,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://rerun.io,,,,,,,,,,,high
resistant.ai,Resistant AI,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://resistant.ai,,,,,,,,,,,high
revolut.com,Revolut,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://revolut.com,,,,,,,,,,,high
riskledger.com,Risk Ledger,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://riskledger.com,,,,,,,,,,,high
rositalongevity.com,Rosita,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://rositalongevity.com,,,,,,,,,,,high
rossum.ai,Rossum,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://rossum.ai,,,,,,,,,,,high
runwhen.com,RunWhen,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://runwhen.com,,,,,,,,,,,high
sablebio.com,Sable Bio,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://sablebio.com,,,,,,,,,,,high
salv.com,Salv,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://salv.com,,,,,,,,,,,high
sanogenetics.com,Sano,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://sanogenetics.com,,,,,,,,,,,high
satago.com,Satago,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://satago.com,,,,,,,,,,,high
sayduck.com,SayDuck,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://sayduck.com,,,,,,,,,,,high
seedlegals.com,SeedLegals,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://seedlegals.com,,,,,,,,,,,high
sensestreet.com,Sense Street,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://sensestreet.com,,,,,,,,,,,high
serverdensity.com,Server Density,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://serverdensity.com,,,,,,,,,,,high
sharelatex.com,ShareLaTex,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://sharelatex.com,,,,,,,,,,,high
sidekickmoney.com,Sidekick,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://sidekickmoney.com/,,,,,,,,,,,high
sikoia.com,Sikoia,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://sikoia.com,,,,,,,,,,,high
singulate.com,Singulate,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://singulate.com,,,,,,,,,,,high
skew.com,Skew,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://skew.com,,,,,,,,,,,high
sorare.com,Sorare,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://sorare.com,,,,,,,,,,,high
source.dev,Source.dev,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://source.dev,,,,,,,,,,,high
speechly.com,Speechly,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://speechly.com,,,,,,,,,,,high
spektr.com,Spektr,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://spektr.com,,,,,,,,,,,high
spill.chat,Spill,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://spill.chat,,,,,,,,,,,high
spoke-london.com,Spoke,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://spoke-london.com,,,,,,,,,,,high
spotlock.co,Spotlock,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://spotlock.co,,,,,,,,,,,high
stackfix.ai,Stackfix,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://stackfix.ai,,,,,,,,,,,high
stotles.com,Stotles,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://stotles.com,,,,,,,,,,,high
streambased.io,Streambased,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://streambased.io,,,,,,,,,,,high
studentfinance.com,StudentFinance,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://studentfinance.com,,,,,,,,,,,high
stupeflix.com,stupeflix,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://stupeflix.com,,,,,,,,,,,high
sunlight.is,Sunlight,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://sunlight.is,,,,,,,,,,,high
sunriserobotics.co,Sunrise,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://sunriserobotics.co,,,,,,,,,,,high
supercede.com,Supercede,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://supercede.com,,,,,,,,,,,high
sweatco.in,Sweatcoin,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://sweatco.in,,,,,,,,,,,high
swiftshift.com,SwiftShift,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://swiftshift.com,,,,,,,,,,,high
sylvera.com,Sylvera,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://sylvera.com,,,,,,,,,,,high
synthesia.io,Synthesia,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://synthesia.io,,,,,,,,,,,high
synthesized.io,Synthesized,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://synthesized.io,,,,,,,,,,,high
talkpush.com,TalkPush,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://talkpush.com,,,,,,,,,,,high
tanaza.com,Tanaza,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://tanaza.com,,,,,,,,,,,high
tano.ai,Tano,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://tano.ai,,,,,,,,,,,high
tattvamlabs.ai,Tattvam,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://tattvamlabs.ai,,,,,,,,,,,high
taxfix.com,Taxfix,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://taxfix.com,,,,,,,,,,,high
teamsurfboard.com,Surfboard,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://teamsurfboard.com,,,,,,,,,,,high
telleroo.com,Telleroo,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://telleroo.com,,,,,,,,,,,high
thanksben.com,Ben,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://thanksben.com,,,,,,,,,,,high
this.co,THIS,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://this.co,,,,,,,,,,,high
thosebeyond.io,Those Beyond,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://thosebeyond.io,,,,,,,,,,,high
thriva.co,Thriva,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://thriva.co,,,,,,,,,,,high
tickitto.com,Tickitto,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://tickitto.com,,,,,,,,,,,high
tilt.app,Tilt,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://tilt.app,,,,,,,,,,,high
timetracelabs.com,TimeTrace Labs,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://timetracelabs.com,,,,,,,,,,,high
tldv.io,tl;dv,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://tldv.io,,,,,,,,,,,high
toksta.com,toksta,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://toksta.com,,,,,,,,,,,high
toothfairyapp.co.uk,Tooth Fairy,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://toothfairyapp.co.uk,,,,,,,,,,,high
traderion.com,Traderion,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://traderion.com,,,,,,,,,,,high
trailapp.com,Trail,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://trailapp.com,,,,,,,,,,,high
treecard.org,Treecard,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://treecard.org,,,,,,,,,,,high
trezy.io,Trezy,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://trezy.io,,,,,,,,,,,high
trussle.com,Trussle,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://trussle.com,,,,,,,,,,,high
tryzenline.ai,Zenline AI,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://tryzenline.ai,,,,,,,,,,,high
ubervu.com,ubervu,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://ubervu.com,,,,,,,,,,,high
uipath.com,UiPath,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://uipath.com,,,,,,,,,,,high
umony.com,Umony,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://umony.com,,,,,,,,,,,high
unifiedcrm.ai,UnifiedCRM,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://unifiedcrm.ai,,,,,,,,,,,high
useklump.com,Klump,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://useklump.com,,,,,,,,,,,high
utopia.app,Utopia,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://utopia.app,,,,,,,,,,,high
vaire.co,Vaire,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://vaire.co,,,,,,,,,,,high
vanillasteel.com,Vanilla Steel,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://vanillasteel.com,,,,,,,,,,,high
veratrak.com,Veratrak,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://veratrak.com,,,,,,,,,,,high
verax.ai,Verax,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://verax.ai,,,,,,,,,,,high
verisian.com,Verisian,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://verisian.com,,,,,,,,,,,high
vespuccianalytics.com,Vespucci,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://vespuccianalytics.com,,,,,,,,,,,high
vidjet.com,Vidjet,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://vidjet.com,,,,,,,,,,,high
vinterior.co,Vinterior,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://vinterior.co,,,,,,,,,,,high
visiblyhq.com,Visibly,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://visiblyhq.com,,,,,,,,,,,high
vitesseautomation.com,Vitesse,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://vitesseautomation.com,,,,,,,,,,,high
vitrolabsinc.com,Vitrolabs,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://vitrolabsinc.com,,,,,,,,,,,high
viz.ai,viz.ai,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://viz.ai,,,,,,,,,,,high
wavexr.com,Wave,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://wavexr.com,,,,,,,,,,,high
wealthkernel.com,WealthKernel,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://wealthkernel.com,,,,,,,,,,,high
weareuncapped.com,Uncapped,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://weareuncapped.com,,,,,,,,,,,high
weavr.io,Weavr,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://weavr.io,,,,,,,,,,,high
webstudio.is,Webstudio,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://webstudio.is,,,,,,,,,,,high
wefox.com,Wefox,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://wefox.com,,,,,,,,,,,high
wevat.com,Wevat,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://wevat.com,,,,,,,,,,,high
wexler.ai,Wexler,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://wexler.ai,,,,,,,,,,,high
wise.com,Wise,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://wise.com,,,,,,,,,,,high
withporters.com,Porters,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://withporters.com,,,,,,,,,,,high
yavin.com,Yavin,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://yavin.com,,,,,,,,,,,high
yonder.com,Yonder,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://yonder.com,,,,,,,,,,,high
zamna.com,Zamna,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://zamna.com,,,,,,,,,,,high
zemanta.com,Zemanta,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://zemanta.com,,,,,,,,,,,high
zincwork.com,Zinc,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://zincwork.com,,,,,,,,,,,high
abhi.com.pk,Abhi,speedinvest,https://www.speedinvest.com/portfolio/,https://www.speedinvest.com/portfolio/abhi,https://abhi.com.pk/,"Founded in 2021, Abhi is building practical financial infrastructure for emerging markets. As a next-generation neobank, it provides Earned Wage Access and flexible SME financing that give workers and businesses quicker, more reliable access to liquidity. The model solves everyday cash-flow challenges and makes essential financial services easier to reach. Abhi also became the first MENAP-based startup to receive the World Economic Forum’s Technology Pioneer Award.",Pakistan's first financial wellness platform focused on democratizing credit for both individuals and businesses.,"Middle East, Africa & Beyond",,,Pakistan,Pakistan,,2022,,high
abwab.ai,Abwab.ai,speedinvest,https://www.speedinvest.com/portfolio/,https://www.speedinvest.com/portfolio/abwab-ai,https://abwab.ai/,"Founded in Saudi Arabia, Abwab.ai is a fintech-powered AI platform that transforms SME lending through automated underwriting and credit decisioning. It enables banks and lenders across the MENA region to make near-instant, data-driven credit assessments, replacing slow manual underwriting processes. By automating loan origination, lead qualification and credit analysis, Abwab.ai reduces risk, cuts costs and accelerates the flow of capital to small and medium enterprises. The company’s mission is to bridge the vast financing gap facing SMEs – unlocking growth and inclusion through smarter, faster, and technology-driven lending.",AI-driven fintech platform that automates SME lending and credit decisions for banks and lenders across the Middle East and Africa.,"Middle East, Africa & Beyond",,,Saudi Arabia,Saudi Arabia,,2025,,high
actiondesk.io,Actiondesk,speedinvest,https://www.speedinvest.com/portfolio/,https://www.speedinvest.com/portfolio/actiondesk,https://www.actiondesk.io/,"Actiondesk (acquired by Data Dog in 2023) is a cloud-based spreadsheet application that integrates with live data sources, enabling users to access and join data from across the cloud stack. ‍ By automatically connecting data directly from user databases and other services, the need for CSV export operations are eliminated. Users can run common spreadsheet functions, including lookups or pivot tables, using the same methods available in other spreadsheet applications.",Cloud spreadsheet connected to live data sources for analysis of real-time information.,Exits,,,France,France,,2018,,high
adverity.com,Adverity,speedinvest,https://www.speedinvest.com/portfolio/,https://www.speedinvest.com/portfolio/adverity,https://www.adverity.com/,"Adverity is an online marketing data analytics and reporting platform. Advertisers and marketing agencies use the platform to analyse real-time data from multiple popular marketing tools alongside offline data – such as Excel spreadsheets – to deliver insights into their marketing activities. Adverity efficiently compiles different data sources to help marketers take control of their marketing campaigns. ‍ Their products are web-based marketing intelligence and advanced analytics platforms that fully integrate input from several marketing tools into one application. This creates a united data stack for more efficient reporting, better decision making and improved marketing performance.","Intelligent data platform transforming marketing data into actionable, performance-driving insights.",AI & Infra,,,Austria,Austria,,2016,,high
aerska.com,aerska,speedinvest,https://www.speedinvest.com/portfolio/,https://www.speedinvest.com/portfolio/aerska,https://www.aerska.com,"Dublin-based Aerska, with research operations in London, is leveraging advances in ‘brain shuttles’ to enable targeted delivery of next-generation RNAi therapeutics to the CNS. ‍ By silencing the genes that cause harm, Aerska aims to preserve the minds, protect the memories, and enable our loved ones to live longer, healthier lives.","Pioneering RNA medicines to treat, delay, and prevent diseases of the brain.",Health & Bio,,,Ireland,Ireland,,2025,,high
