domain,name,source,icp_tier,icp_score,signal_score,signal_trust,signals,tags,batch,team_size,location,one_liner,description,company_url,source_url
cookiedeal.io,Fractal Technology,antler,ICP 1,8,5,high,api|app,FinTech,2023,,Korea,AI-native investment bank for SME transaction,AI-native investment bank for SME transaction,https://www.cookiedeal.io/,https://www.antler.co/portfolio
finary.com,Finary,speedinvest,ICP 2,8,5,high,api|app,Fintech & DeFi,2021,,France,"Track all investments automatically and in real-time, regardless of the asset class.","Finary is a wealth management platform that provides users with an all-in-one, real-time dashboard of their investments across all asset classes. ‍ Finary counts 10,000 banks and investment platforms in Europe and the US connected to its system and covers saving accounts, stocks, crypto, real estate, precious metals, and startup investments overviews. Features such as real-time performance analysis, calculation of hidden costs and automatic identification of new opportunities allow Finary to offer tailor-made asset management that, previously, was only reserved for the wealthy.",https://finary.com,https://www.speedinvest.com/portfolio/
finetunedb.com,FinetuneDB,antler,ICP 2,8,5,high,docs|app,B2B Software,2024,,Sweden,Fine-tuning platform to improve any LLM for your use-case,Fine-tuning platform to improve any LLM for your use-case,https://finetunedb.com,https://www.antler.co/portfolio
finosauras.com,Saras (formerly Finosauras),antler,ICP 1,8,5,high,api|app,FinTech,2025,,India,"Saras is building a credibility engine for the stock market, helping traders cut through noise by rating advisor reliability and surfacing actionable insights.","Saras is building a credibility engine for the stock market, helping traders cut through noise by rating advisor reliability and surfacing actionable insights.",https://www.finosauras.com/,https://www.antler.co/portfolio
flaex.io,flaex,antler,ICP 1,8,5,high,docs|app,FinTech,2023,,Vietnam,Decentralized Margin Trading Exchange that Offers Cryptocurrencies Traders the Lowest Funding Rate,Decentralized Margin Trading Exchange that Offers Cryptocurrencies Traders the Lowest Funding Rate,https://flaex.io/,https://www.antler.co/portfolio
getloula.com,Loula,antler,ICP 1,8,5,high,api|app,FinTech,2024,,US,Cross-border earned wage access for overseas contractors and employees working with US companies.,Cross-border earned wage access for overseas contractors and employees working with US companies.,https://getloula.com,https://www.antler.co/portfolio
inshur.com,Inshur,antler,ICP 1,8,5,high,api|app,FinTech,2023,,US,Commercial auto insurance for the gig economy,Commercial auto insurance for the gig economy,https://inshur.com/,https://www.antler.co/portfolio
investly.co,Investly,speedinvest,ICP 2,8,5,high,api|app,Fintech & DeFi,2015,,Estonia,SME access to working capital through invoice financing.,"Investly is an invoice discounting platform that allows SMEs to sell their invoices to investors, thereby increasing working capital. Invoices are sold in reverse auctions where investors place bids to ensure the best prices for merchants. ‍ The bidding system allows investors to earn above average returns. Investly’s service helps established businesses take on more customers, speed up their production process, and avoid seasonal cash flow gaps.",https://www.investly.co/,https://www.speedinvest.com/portfolio/
lingokids.com,Lingokids,hv_capital,ICP 2,8,5,high,api|app,consumer,exit,,"Madrid, Spain","Lingokids is an ed-tech startup that develops language learning services for early childhood. Their mission is to break language barriers and create equal learning opportunities for all kids around the world. Lingokids offers an alternative to traditional teaching methods by implementing interactive, multi-media technologies and embedding lessons into the context of games. Their lessons are designed specifically to teach languages to children between 2 and 6 years of age. Through curricula personalized via machine learning and the ludic method of mini-games the platform encourages self-motivation and engagement.","Lingokids is an ed-tech startup that develops language learning services for early childhood. Their mission is to break language barriers and create equal learning opportunities for all kids around the world. Lingokids offers an alternative to traditional teaching methods by implementing interactive, multi-media technologies and embedding lessons into the context of games. Their lessons are designed specifically to teach languages to children between 2 and 6 years of age. Through curricula personalized via machine learning and the ludic method of mini-games the platform encourages self-motivation and engagement.",https://lingokids.com,https://www.hvcapital.com/companies
loewi.fr,Loewi,antler,ICP 2,8,5,high,api|app,Industrials,2024,,France,4.0 refurbishment platform for electric bicycles in Europe.,4.0 refurbishment platform for electric bicycles in Europe.,https://loewi.fr/,https://www.antler.co/portfolio
mavenoid.com,Mavenoid,point_nine,ICP 2,8,5,high,api|app,Enterprise|AI|CRM,Seed,,"Stockholm, Sweden","Founded in 2016, Mavenoid builds an AI agent for product support focused on physical products. The platform automates diagnostics and deflection, and escalates to live video assistance when needed, helping companies resolve complex issues faster, prevent unnecessary replacements, and improve customer experience across channels.","Founded in 2016, Mavenoid builds an AI agent for product support focused on physical products. The platform automates diagnostics and deflection, and escalates to live video assistance when needed, helping companies resolve complex issues faster, prevent unnecessary replacements, and improve customer experience across channels.",http://www.mavenoid.com/,https://www.pointnine.com/companies
nobank.id,Nobank,antler,ICP 1,8,5,high,api|app,FinTech,2025,,Indonesia,Simple business banking for SMBs,Simple business banking for SMBs,https://www.nobank.id/,https://www.antler.co/portfolio
nvelop.ai,Nvelop,antler,ICP 2,8,5,high,api|app,B2B Software,2024,,Finland,"Automated, AI-driven SaaS platform for sourcing IT services and software","Automated, AI-driven SaaS platform for sourcing IT services and software",https://nvelop.ai,https://www.antler.co/portfolio
ohmmobility.com,Ohm Mobility,antler,ICP 1,8,5,high,api|dashboard,FinTech,2023,,India,Simplifying EV Financing Best financing terms and fastest disbursement for EV businesses,Simplifying EV Financing Best financing terms and fastest disbursement for EV businesses,https://www.ohmmobility.com/,https://www.antler.co/portfolio
pento.io,Pento,point_nine,ICP 2,8,5,high,api|app,SMB SaaS,Seed,,"Copenhagen, Denmark","Pento is a UK-focused payroll automation platform that lets companies run payroll in minutes with real-time calculations, HMRC and pension integrations, and error-reducing workflows. In 2024, Pento was acquired by HRIS provider HiBob to power native UK payroll within Bob.","Pento is a UK-focused payroll automation platform that lets companies run payroll in minutes with real-time calculations, HMRC and pension integrations, and error-reducing workflows. In 2024, Pento was acquired by HRIS provider HiBob to power native UK payroll within Bob.",https://www.pento.io/,https://www.pointnine.com/companies
polaranalytics.com,Polar Analytics,point_nine,ICP 2,8,5,high,api|app,Vertical Software,Seed,,"Paris, France","Polar Analytics is an all-in-one ecommerce analytics platform for Shopify and omnichannel brands, unifying data from storefronts, ad platforms, and other sources into a single source of truth.","Polar Analytics is an all-in-one ecommerce analytics platform for Shopify and omnichannel brands, unifying data from storefronts, ad platforms, and other sources into a single source of truth.",https://www.polaranalytics.com/,https://www.pointnine.com/companies
prewave.ai,Prewave,speedinvest,ICP 2,8,5,high,api|app,Growth,2018,,Austria,Predicting supply chain and sustainability risks.,"Prewave is an Austrian-based AI company that specializes in supply chain risk intelligence and monitoring for global enterprises. The platform continuously monitors and analyzes massive amounts of public and non-public data, including news, social media, and industry reports, to predict supply chain disruptions before they occur. ‍ The company transforms unstructured data into actionable, real-time alerts for risks like geopolitical events, factory fires, labor disputes, and sustainability violations anywhere in a company’s multi-tier supply network. ‍",https://www.prewave.ai/,https://www.speedinvest.com/portfolio/
